date,1. open,2. high,3. low,4. close,5. volume
2020-02-07 15:13:00,183.77,183.85,183.7107,183.8258,68986.0
2020-02-07 15:12:00,183.855,183.87,183.75,183.77,45206.0
2020-02-07 15:11:00,183.9214,183.9537,183.84,183.8601,45766.0
2020-02-07 15:10:00,183.96,184.0,183.88,183.89,31068.0
2020-02-07 15:09:00,184.0101,184.03,183.95,183.97,26012.0
2020-02-07 15:08:00,184.0,184.05,183.985,184.01,46686.0
2020-02-07 15:07:00,183.9503,184.0427,183.9503,183.9926,29131.0
2020-02-07 15:06:00,184.02,184.05,183.96,183.96,38591.0
2020-02-07 15:05:00,184.1,184.1,184.002,184.02,58452.0
2020-02-07 15:04:00,184.08,184.12,184.0,184.09,54071.0
2020-02-07 15:03:00,184.0603,184.11,184.02,184.065,49682.0
2020-02-07 15:02:00,184.09,184.115,183.99,184.07,62156.0
2020-02-07 15:01:00,184.0021,184.09,183.97,184.0829,87699.0
2020-02-07 15:00:00,183.8834,184.05,183.8813,184.0,83085.0
2020-02-07 14:59:00,183.92,183.945,183.8801,183.89,42132.0
2020-02-07 14:58:00,183.83,183.9317,183.81,183.9244,61470.0
2020-02-07 14:57:00,183.65,183.84,183.65,183.825,43494.0
2020-02-07 14:56:00,183.6922,183.77,183.5917,183.6438,51852.0
2020-02-07 14:55:00,183.48,183.7,183.47,183.689,34524.0
2020-02-07 14:54:00,183.66,183.6646,183.46,183.48,59091.0
2020-02-07 14:53:00,183.63,183.66,183.57,183.66,42054.0
2020-02-07 14:52:00,183.58,183.68,183.57,183.64,28053.0
2020-02-07 14:51:00,183.54,183.6625,183.54,183.58,31623.0
2020-02-07 14:50:00,183.59,183.605,183.52,183.54,27862.0
2020-02-07 14:49:00,183.5978,183.65,183.59,183.6,27602.0
2020-02-07 14:48:00,183.65,183.665,183.55,183.6001,63811.0
2020-02-07 14:47:00,183.7,183.7038,183.65,183.6521,36786.0
2020-02-07 14:46:00,183.8,183.8099,183.67,183.719,45195.0
2020-02-07 14:45:00,183.6229,183.93,183.6229,183.8055,96699.0
2020-02-07 14:44:00,183.615,183.63,183.57,183.6234,39150.0
2020-02-07 14:43:00,183.51,183.665,183.48,183.6,49011.0
2020-02-07 14:42:00,183.38,183.55,183.38,183.505,35159.0
2020-02-07 14:41:00,183.4627,183.5193,183.38,183.39,44817.0
2020-02-07 14:40:00,183.595,183.62,183.45,183.46,67351.0
2020-02-07 14:39:00,183.5,183.6,183.46,183.6,40395.0
2020-02-07 14:38:00,183.4,183.51,183.375,183.49,51821.0
2020-02-07 14:37:00,183.41,183.46,183.38,183.4005,42262.0
2020-02-07 14:36:00,183.34,183.4062,183.3373,183.4,34048.0
2020-02-07 14:35:00,183.365,183.375,183.3,183.3415,48097.0
2020-02-07 14:34:00,183.33,183.39,183.32,183.365,58359.0
2020-02-07 14:33:00,183.28,183.35,183.275,183.33,78508.0
2020-02-07 14:32:00,183.24,183.37,183.23,183.27,46655.0
2020-02-07 14:31:00,183.1061,183.27,183.0998,183.24,89316.0
2020-02-07 14:30:00,183.18,183.2335,183.06,183.1,85516.0
2020-02-07 14:29:00,183.31,183.34,183.15,183.1899,58111.0
2020-02-07 14:28:00,183.06,183.3,183.04,183.295,161244.0
2020-02-07 14:27:00,182.955,183.13,182.955,183.0658,73309.0
2020-02-07 14:26:00,182.98,183.07,182.945,182.96,46747.0
2020-02-07 14:25:00,182.97,183.0111,182.8202,182.97,113447.0
2020-02-07 14:24:00,183.08,183.12,182.94,182.955,119211.0
2020-02-07 14:23:00,182.987,183.11,182.91,183.08,113008.0
2020-02-07 14:22:00,183.08,183.1,182.96,182.99,62129.0
2020-02-07 14:21:00,183.19,183.2,182.95,183.08,187385.0
2020-02-07 14:20:00,183.3932,183.42,183.19,183.2,84516.0
2020-02-07 14:19:00,183.47,183.49,183.37,183.41,60932.0
2020-02-07 14:18:00,183.555,183.555,183.41,183.47,53967.0
2020-02-07 14:17:00,183.64,183.64,183.55,183.55,41672.0
2020-02-07 14:16:00,183.57,183.67,183.51,183.64,63648.0
2020-02-07 14:15:00,183.49,183.56,183.4727,183.56,51582.0
2020-02-07 14:14:00,183.52,183.55,183.45,183.49,61111.0
2020-02-07 14:13:00,183.4193,183.544,183.41,183.53,62377.0
2020-02-07 14:12:00,183.565,183.59,183.36,183.41,68030.0
2020-02-07 14:11:00,183.575,183.71,183.55,183.56,81941.0
2020-02-07 14:10:00,183.555,183.65,183.4709,183.58,133010.0
2020-02-07 14:09:00,183.85,183.85,183.5586,183.5586,183816.0
2020-02-07 14:08:00,183.8591,183.97,183.8,183.86,65694.0
2020-02-07 14:07:00,183.89,184.03,183.85,183.85,147201.0
2020-02-07 14:06:00,183.94,183.94,183.7641,183.89,118685.0
2020-02-07 14:05:00,184.0723,184.09,183.93,183.94,86983.0
2020-02-07 14:04:00,184.075,184.17,184.073,184.08,60401.0
2020-02-07 14:03:00,184.07,184.14,184.06,184.07,30343.0
2020-02-07 14:02:00,184.02,184.1,184.0,184.06,68526.0
2020-02-07 14:01:00,184.13,184.14,184.01,184.0114,82828.0
2020-02-07 14:00:00,184.3,184.31,184.13,184.1301,31444.0
2020-02-07 13:59:00,184.31,184.34,184.25,184.3,35691.0
2020-02-07 13:58:00,184.37,184.53,184.3,184.31,74955.0
2020-02-07 13:57:00,184.41,184.41,184.35,184.373,19654.0
2020-02-07 13:56:00,184.53,184.5325,184.4,184.4,28458.0
2020-02-07 13:55:00,184.4297,184.52,184.3832,184.51,43294.0
2020-02-07 13:54:00,184.4066,184.53,184.39,184.42,74591.0
2020-02-07 13:53:00,184.27,184.44,184.27,184.4,46912.0
2020-02-07 13:52:00,184.2,184.29,184.195,184.27,43077.0
2020-02-07 13:51:00,184.175,184.1995,184.15,184.195,19244.0
2020-02-07 13:50:00,184.2125,184.22,184.12,184.17,26579.0
2020-02-07 13:49:00,184.06,184.205,184.06,184.205,44998.0
2020-02-07 13:48:00,184.11,184.11,184.02,184.0565,29974.0
2020-02-07 13:47:00,184.14,184.15,184.05,184.11,34461.0
2020-02-07 13:46:00,184.175,184.21,184.11,184.13,40639.0
2020-02-07 13:45:00,184.11,184.24,184.11,184.1701,109163.0
2020-02-07 13:44:00,184.035,184.15,184.03,184.1068,45270.0
2020-02-07 13:43:00,183.9912,184.05,183.975,184.04,55097.0
2020-02-07 13:42:00,184.17,184.17,183.95,183.9943,128695.0
2020-02-07 13:41:00,184.18,184.2499,184.095,184.175,77634.0
2020-02-07 13:40:00,184.27,184.27,184.1,184.18,90498.0
2020-02-07 13:39:00,184.4485,184.47,184.27,184.28,101997.0
2020-02-07 13:38:00,184.53,184.58,184.44,184.45,45549.0
2020-02-07 13:37:00,184.55,184.56,184.43,184.535,49666.0
2020-02-07 13:36:00,184.49,184.81,184.47,184.54,128857.0
2020-02-07 13:35:00,184.68,184.7215,184.43,184.4595,177304.0
2020-02-07 13:34:00,184.75,184.75,184.67,184.675,49540.0
2020-02-07 13:33:00,184.73,184.76,184.73,184.7458,17195.0
2020-02-07 13:32:00,184.76,184.77,184.72,184.72,18104.0
2020-02-07 13:31:00,184.7504,184.7698,184.7,184.76,52856.0
2020-02-07 13:30:00,184.755,184.77,184.72,184.745,38496.0
2020-02-07 13:29:00,184.75,184.77,184.7208,184.755,25825.0
2020-02-07 13:28:00,184.76,184.8,184.71,184.75,55825.0
2020-02-07 13:27:00,184.775,184.8,184.75,184.76,28733.0
2020-02-07 13:26:00,184.795,184.84,184.77,184.78,42424.0
2020-02-07 13:25:00,184.83,184.85,184.7906,184.7911,33392.0
2020-02-07 13:24:00,184.85,184.89,184.83,184.8395,67606.0
2020-02-07 13:23:00,184.8885,184.89,184.84,184.845,32608.0
2020-02-07 13:22:00,184.91,184.91,184.87,184.8899,39737.0
2020-02-07 13:21:00,184.92,184.94,184.9,184.9001,21153.0
2020-02-07 13:20:00,184.99,184.99,184.91,184.915,19371.0
2020-02-07 13:19:00,184.975,185.0,184.94,184.995,26150.0
2020-02-07 13:18:00,184.9732,184.9895,184.945,184.9895,24957.0
2020-02-07 13:17:00,184.9,185.01,184.9,184.9777,46732.0
2020-02-07 13:16:00,184.92,184.9408,184.9,184.9088,33979.0
2020-02-07 13:15:00,184.98,184.98,184.91,184.92,40313.0
2020-02-07 13:14:00,184.99,185.0,184.94,184.98,17455.0
2020-02-07 13:13:00,184.97,184.99,184.96,184.98,16721.0
2020-02-07 13:12:00,184.98,185.01,184.9627,184.9627,31839.0
2020-02-07 13:11:00,184.97,184.991,184.97,184.985,8131.0
2020-02-07 13:10:00,184.96,184.98,184.9336,184.97,22982.0
2020-02-07 13:09:00,184.95,185.0,184.95,184.96,29604.0
2020-02-07 13:08:00,184.995,184.995,184.93,184.9566,35893.0
2020-02-07 13:07:00,185.045,185.0498,184.99,184.99,27959.0
2020-02-07 13:06:00,185.075,185.09,185.0402,185.05,13773.0
2020-02-07 13:05:00,185.11,185.11,185.07,185.08,25064.0
2020-02-07 13:04:00,185.1,185.12,185.06,185.115,15366.0
2020-02-07 13:03:00,185.13,185.15,185.08,185.08,22325.0
2020-02-07 13:02:00,185.11,185.15,185.1,185.1368,22540.0
2020-02-07 13:01:00,185.155,185.16,185.08,185.1131,25674.0
2020-02-07 13:00:00,185.18,185.2,185.15,185.15,36723.0
2020-02-07 12:59:00,185.1,185.19,185.08,185.18,54571.0
2020-02-07 12:58:00,185.055,185.1,185.04,185.0999,31180.0
2020-02-07 12:57:00,185.04,185.07,185.03,185.055,17355.0
2020-02-07 12:56:00,185.19,185.22,185.04,185.04,55556.0
2020-02-07 12:55:00,185.1512,185.2,185.15,185.19,23212.0
2020-02-07 12:54:00,185.195,185.2298,185.14,185.1505,30206.0
2020-02-07 12:53:00,185.19,185.21,185.14,185.1966,29170.0
2020-02-07 12:52:00,185.205,185.26,185.1934,185.1986,31436.0
2020-02-07 12:51:00,185.1659,185.205,185.14,185.205,34401.0
2020-02-07 12:50:00,185.1161,185.19,185.115,185.17,24030.0
2020-02-07 12:49:00,185.075,185.12,185.04,185.12,26507.0
2020-02-07 12:48:00,185.01,185.09,185.0,185.077,24464.0
2020-02-07 12:47:00,185.02,185.04,185.005,185.01,14267.0
2020-02-07 12:46:00,185.0499,185.0574,185.01,185.02,30798.0
2020-02-07 12:45:00,185.08,185.11,185.04,185.04,39103.0
2020-02-07 12:44:00,185.15,185.15,185.0869,185.0869,27314.0
2020-02-07 12:43:00,185.1412,185.1751,185.12,185.1457,32216.0
2020-02-07 12:42:00,185.0276,185.13,185.01,185.13,36668.0
2020-02-07 12:41:00,184.985,185.025,184.97,185.02,39469.0
2020-02-07 12:40:00,184.93,185.0,184.91,184.99,37645.0
2020-02-07 12:39:00,184.96,184.96,184.915,184.92,35749.0
2020-02-07 12:38:00,185.0,185.01,184.9,184.965,82193.0
2020-02-07 12:37:00,185.0465,185.06,185.0,185.0,63712.0
2020-02-07 12:36:00,185.1032,185.12,185.01,185.04,49120.0
2020-02-07 12:35:00,185.155,185.17,185.09,185.105,41870.0
2020-02-07 12:34:00,185.16,185.16,185.11,185.155,29025.0
2020-02-07 12:33:00,185.2,185.21,185.13,185.16,25801.0
2020-02-07 12:32:00,185.2199,185.24,185.1,185.205,75569.0
2020-02-07 12:31:00,185.245,185.245,185.15,185.2098,30503.0
2020-02-07 12:30:00,185.27,185.31,185.245,185.245,37192.0
2020-02-07 12:29:00,185.2596,185.305,185.255,185.275,50089.0
2020-02-07 12:28:00,185.1425,185.275,185.14,185.2599,50226.0
2020-02-07 12:27:00,185.26,185.265,185.14,185.145,46250.0
2020-02-07 12:26:00,185.27,185.3,185.24,185.265,24326.0
2020-02-07 12:25:00,185.27,185.3248,185.26,185.2665,23097.0
2020-02-07 12:24:00,185.38,185.4153,185.24,185.265,52548.0
2020-02-07 12:23:00,185.404,185.45,185.36,185.37,36636.0
2020-02-07 12:22:00,185.35,185.415,185.34,185.4,25877.0
2020-02-07 12:21:00,185.31,185.355,185.281,185.35,26152.0
2020-02-07 12:20:00,185.3234,185.34,185.3,185.305,28972.0
2020-02-07 12:19:00,185.365,185.38,185.32,185.3292,26899.0
2020-02-07 12:18:00,185.365,185.4,185.31,185.36,33253.0
2020-02-07 12:17:00,185.44,185.457,185.33,185.36,42224.0
2020-02-07 12:16:00,185.3699,185.4399,185.365,185.4399,53245.0
2020-02-07 12:15:00,185.3763,185.4,185.31,185.3665,47771.0
2020-02-07 12:14:00,185.3153,185.4,185.31,185.37,42031.0
2020-02-07 12:13:00,185.22,185.33,185.2,185.31,42732.0
2020-02-07 12:12:00,185.21,185.27,185.2,185.22,25389.0
2020-02-07 12:11:00,185.245,185.28,185.215,185.225,39885.0
2020-02-07 12:10:00,185.2834,185.29,185.23,185.2494,27971.0
2020-02-07 12:09:00,185.3158,185.42,185.27,185.275,57497.0
2020-02-07 12:08:00,185.28,185.34,185.28,185.32,32755.0
2020-02-07 12:07:00,185.265,185.29,185.26,185.2701,27225.0
2020-02-07 12:06:00,185.241,185.27,185.24,185.2682,25513.0
2020-02-07 12:05:00,185.26,185.26,185.21,185.24,62354.0
2020-02-07 12:04:00,185.3395,185.36,185.25,185.25,33983.0
2020-02-07 12:03:00,185.34,185.39,185.28,185.335,33684.0
2020-02-07 12:02:00,185.31,185.3434,185.258,185.34,21143.0
2020-02-07 12:01:00,185.415,185.44,185.3,185.315,44557.0
2020-02-07 12:00:00,185.29,185.43,185.29,185.42,42243.0
2020-02-07 11:59:00,185.17,185.34,185.17,185.295,75332.0
2020-02-07 11:58:00,185.23,185.2366,185.17,185.17,41182.0
2020-02-07 11:57:00,185.2,185.25,185.19,185.22,36076.0
2020-02-07 11:56:00,185.23,185.24,185.2,185.2,24354.0
2020-02-07 11:55:00,185.2249,185.34,185.22,185.23,53345.0
2020-02-07 11:54:00,185.165,185.24,185.16,185.2287,54288.0
2020-02-07 11:53:00,185.1538,185.1799,185.13,185.17,37781.0
2020-02-07 11:52:00,185.3,185.3,185.15,185.152,37377.0
2020-02-07 11:51:00,185.34,185.35,185.27,185.31,36365.0
2020-02-07 11:50:00,185.39,185.3902,185.27,185.3499,69717.0
2020-02-07 11:49:00,185.35,185.4401,185.35,185.39,26949.0
2020-02-07 11:48:00,185.36,185.45,185.34,185.345,51540.0
2020-02-07 11:47:00,185.455,185.455,185.32,185.355,60550.0
2020-02-07 11:46:00,185.61,185.625,185.45,185.4552,95314.0
2020-02-07 11:45:00,185.57,185.63,185.55,185.61,60832.0
2020-02-07 11:44:00,185.51,185.59,185.51,185.56,43554.0
2020-02-07 11:43:00,185.57,185.59,185.5,185.51,53413.0
2020-02-07 11:42:00,185.56,185.57,185.51,185.5672,35908.0
2020-02-07 11:41:00,185.44,185.56,185.4139,185.553,60460.0
2020-02-07 11:40:00,185.43,185.5,185.43,185.4438,49501.0
2020-02-07 11:39:00,185.43,185.45,185.37,185.45,55229.0
2020-02-07 11:38:00,185.2769,185.48,185.2769,185.4316,99794.0
2020-02-07 11:37:00,185.29,185.3,185.25,185.2793,36070.0
2020-02-07 11:36:00,185.29,185.33,185.241,185.28,41216.0
2020-02-07 11:35:00,185.34,185.35,185.23,185.27,66250.0
2020-02-07 11:34:00,185.42,185.428,185.35,185.35,73277.0
2020-02-07 11:33:00,185.396,185.48,185.39,185.43,60200.0
2020-02-07 11:32:00,185.25,185.5,185.25,185.4,192542.0
2020-02-07 11:31:00,185.26,185.29,185.24,185.25,55333.0
2020-02-07 11:30:00,185.2212,185.28,185.19,185.26,52587.0
2020-02-07 11:29:00,185.135,185.22,185.135,185.22,44048.0
2020-02-07 11:28:00,185.19,185.2,185.12,185.13,72959.0
2020-02-07 11:27:00,185.18,185.21,185.18,185.19,66959.0
2020-02-07 11:26:00,185.11,185.15,185.08,185.085,18771.0
2020-02-07 11:25:00,185.13,185.14,185.071,185.1087,30670.0
2020-02-07 11:24:00,185.1,185.135,185.03,185.1272,41652.0
2020-02-07 11:23:00,185.09,185.14,185.08,185.11,35627.0
2020-02-07 11:22:00,185.1399,185.15,185.07,185.09,42834.0
2020-02-07 11:21:00,185.0124,185.18,185.0124,185.15,118068.0
2020-02-07 11:20:00,184.97,185.02,184.94,185.01,35026.0
2020-02-07 11:19:00,185.0,185.05,184.96,184.96,41479.0
2020-02-07 11:18:00,185.01,185.0467,184.995,185.0,30099.0
2020-02-07 11:17:00,185.05,185.05,184.975,185.0104,41474.0
2020-02-07 11:16:00,185.02,185.05,184.965,185.0411,40208.0
2020-02-07 11:15:00,184.99,185.04,184.99,185.025,47722.0
2020-02-07 11:14:00,184.9889,185.04,184.95,184.98,60296.0
2020-02-07 11:13:00,185.0,185.02,184.925,184.98,37987.0
2020-02-07 11:12:00,184.91,185.0,184.9,185.0,41562.0
2020-02-07 11:11:00,184.95,184.97,184.9,184.9,43498.0
2020-02-07 11:10:00,184.96,185.0,184.93,184.95,35917.0
2020-02-07 11:09:00,184.995,185.03,184.95,184.96,105673.0
2020-02-07 11:08:00,184.9657,185.06,184.955,184.99,53063.0
2020-02-07 11:07:00,184.8838,185.01,184.8838,184.97,52870.0
2020-02-07 11:06:00,184.83,184.94,184.79,184.88,88527.0
2020-02-07 11:05:00,184.905,184.912,184.77,184.82,44989.0
2020-02-07 11:04:00,184.81,184.91,184.805,184.89,43780.0
2020-02-07 11:03:00,184.82,184.83,184.72,184.8009,50750.0
2020-02-07 11:02:00,184.72,184.81,184.69,184.8099,117486.0
2020-02-07 11:00:00,184.93,184.95,184.82,184.84,94910.0
2020-02-07 10:59:00,184.926,184.94,184.8977,184.93,45027.0
2020-02-07 10:58:00,184.92,185.06,184.91,185.0015,41203.0
2020-02-07 10:57:00,185.0399,185.04,184.9,184.925,39600.0
2020-02-07 10:56:00,184.92,185.08,184.915,185.0401,110479.0
2020-02-07 10:55:00,184.85,184.9197,184.81,184.9197,87641.0
2020-02-07 10:54:00,184.915,184.92,184.82,184.8501,26782.0
2020-02-07 10:53:00,184.91,184.9526,184.82,184.9399,60975.0
2020-02-07 10:52:00,184.88,184.91,184.8174,184.9,36820.0
2020-02-07 10:51:00,184.87,184.9099,184.824,184.885,45199.0
2020-02-07 10:50:00,184.79,184.9175,184.79,184.86,61980.0
2020-02-07 10:49:00,184.8599,184.895,184.74,184.79,71056.0
2020-02-07 10:48:00,184.95,184.9898,184.84,184.86,81308.0
2020-02-07 10:47:00,184.9668,185.08,184.95,184.96,72406.0
2020-02-07 10:46:00,185.17,185.2,184.95,184.96,67139.0
2020-02-07 10:45:00,185.229,185.229,185.11,185.16,70095.0
2020-02-07 10:44:00,185.13,185.32,185.13,185.21,98883.0
2020-02-07 10:43:00,185.025,185.13,184.98,185.13,36189.0
2020-02-07 10:42:00,185.1,185.18,184.98,185.02,53535.0
2020-02-07 10:41:00,185.055,185.085,184.99,185.08,37535.0
2020-02-07 10:40:00,185.1336,185.1336,185.0,185.04,61453.0
2020-02-07 10:39:00,185.135,185.175,185.1,185.13,48225.0
2020-02-07 10:38:00,185.0661,185.1355,184.995,185.1355,70351.0
2020-02-07 10:37:00,184.9912,185.09,184.95,185.07,110887.0
2020-02-07 10:36:00,185.0592,185.14,184.98,184.9801,47861.0
2020-02-07 10:35:00,185.17,185.1712,185.0,185.05,88172.0
2020-02-07 10:34:00,185.13,185.179,185.1,185.16,77359.0
2020-02-07 10:33:00,185.35,185.36,185.1197,185.129,87608.0
2020-02-07 10:32:00,185.11,185.35,185.11,185.3487,87769.0
2020-02-07 10:31:00,185.15,185.19,185.1,185.12,72139.0
2020-02-07 10:30:00,185.19,185.29,185.12,185.14,160789.0
2020-02-07 10:29:00,185.04,185.2251,185.03,185.2,127029.0
2020-02-07 10:28:00,184.96,185.06,184.96,185.03,79102.0
2020-02-07 10:27:00,184.995,185.0,184.95,184.95,65769.0
2020-02-07 10:26:00,185.0411,185.11,184.95,184.99,122354.0
2020-02-07 10:25:00,185.09,185.1,185.03,185.04,67279.0
2020-02-07 10:24:00,185.09,185.12,185.02,185.0842,74129.0
2020-02-07 10:23:00,184.95,185.09,184.93,185.0873,73054.0
2020-02-07 10:22:00,184.98,185.07,184.91,184.9697,96568.0
2020-02-07 10:21:00,184.825,185.06,184.8215,184.98,220230.0
2020-02-07 10:20:00,184.8309,184.94,184.8299,184.83,125330.0
2020-02-07 10:19:00,184.7973,184.85,184.72,184.84,77330.0
2020-02-07 10:18:00,184.44,184.7962,184.44,184.7962,131609.0
2020-02-07 10:17:00,184.5202,184.5202,184.39,184.43,99152.0
2020-02-07 10:16:00,184.65,184.67,184.4401,184.5105,116873.0
2020-02-07 10:15:00,184.5976,184.69,184.595,184.65,151418.0
2020-02-07 10:14:00,184.4567,184.63,184.4567,184.595,116275.0
2020-02-07 10:13:00,184.285,184.485,184.2701,184.455,69123.0
2020-02-07 10:12:00,184.2,184.32,184.15,184.2869,58990.0
2020-02-07 10:11:00,184.1112,184.22,184.1,184.1998,78083.0
2020-02-07 10:10:00,184.1013,184.18,184.09,184.11,53986.0
2020-02-07 10:09:00,184.18,184.27,184.0997,184.0997,82498.0
2020-02-07 10:08:00,184.045,184.29,184.03,184.17,107589.0
2020-02-07 10:07:00,183.9322,184.145,183.9,184.05,102116.0
2020-02-07 10:06:00,183.83,183.9995,183.78,183.94,84414.0
2020-02-07 10:05:00,183.77,183.88,183.7,183.84,62102.0
2020-02-07 10:04:00,183.94,184.0,183.76,183.78,99603.0
2020-02-07 10:03:00,183.67,183.94,183.64,183.94,93684.0
2020-02-07 10:02:00,183.5438,183.66,183.4098,183.64,120667.0
2020-02-07 10:01:00,183.92,183.93,183.53,183.54,167592.0
2020-02-07 10:00:00,184.05,184.06,183.84,183.93,82936.0
2020-02-07 09:59:00,184.0559,184.3492,184.0189,184.0559,166923.0
2020-02-07 09:58:00,184.26,184.26,184.2248,184.2248,130971.0
2020-02-07 09:57:00,184.3112,184.39,184.3112,184.39,78037.0
2020-02-07 09:56:00,184.53,184.53,184.39,184.39,107703.0
2020-02-07 09:55:00,184.2727,184.48,184.2727,184.48,84380.0
2020-02-07 09:54:00,184.25,184.304,184.25,184.295,147189.0
2020-02-07 09:53:00,184.72,184.72,184.32,184.32,211004.0
2020-02-07 09:52:00,184.475,184.6451,184.475,184.6451,230953.0
2020-02-07 09:51:00,184.02,184.42,184.02,184.42,248330.0
2020-02-07 09:50:00,183.86,184.09,183.86,184.09,188332.0
2020-02-07 09:49:00,183.62,183.83,183.619,183.83,101627.0
2020-02-07 09:48:00,183.52,183.68,183.52,183.68,96386.0
2020-02-07 09:47:00,183.34,183.52,183.34,183.52,92768.0
2020-02-07 09:46:00,183.43,183.43,183.335,183.335,113945.0
2020-02-07 09:45:00,183.6801,183.6801,183.48,183.48,106974.0
2020-02-07 09:44:00,183.28,183.7607,183.28,183.7607,149370.0
2020-02-07 09:43:00,183.23,183.23,183.23,183.23,89015.0
2020-02-07 09:42:00,183.17,183.17,183.1663,183.1663,89082.0
2020-02-07 09:41:00,183.12,183.155,183.12,183.155,90728.0
2020-02-07 09:40:00,183.1107,183.1107,183.1107,183.1107,105922.0
2020-02-07 09:39:00,183.095,183.2727,183.095,183.2727,188408.0
2020-02-07 09:38:00,182.6,182.92,182.6,182.92,84132.0
2020-02-07 09:37:00,182.8,182.8,182.695,182.695,101338.0
2020-02-07 09:36:00,182.58,182.7304,182.58,182.7304,186613.0
2020-02-07 09:35:00,182.82,182.82,182.63,182.63,162857.0
2020-02-07 09:34:00,182.68,182.68,182.63,182.63,141742.0
2020-02-07 09:33:00,183.33,183.54,183.08,183.1777,137707.0
2020-02-07 09:32:00,182.98,183.3636,182.9,183.34,101525.0
2020-02-07 09:31:00,182.85,183.14,182.84,182.95,1408388.0
2020-02-06 16:00:00,183.56,183.7,183.55,183.64,461420.0
2020-02-06 15:59:00,183.49,183.57,183.47,183.5696,184257.0
2020-02-06 15:58:00,183.555,183.58,183.47,183.48,176508.0
2020-02-06 15:57:00,183.56,183.5799,183.44,183.555,136633.0
2020-02-06 15:56:00,183.62,183.63,183.5,183.56,204867.0
2020-02-06 15:55:00,183.25,183.63,183.23,183.62,284800.0
2020-02-06 15:54:00,183.0,183.26,183.0,183.255,145255.0
2020-02-06 15:53:00,182.82,183.0,182.8112,183.0,82884.0
2020-02-06 15:52:00,182.87,182.9,182.8,182.82,144208.0
2020-02-06 15:51:00,182.86,182.9,182.77,182.865,148482.0
2020-02-06 15:50:00,182.815,182.87,182.8,182.855,86120.0
2020-02-06 15:49:00,182.805,182.82,182.77,182.815,45101.0
2020-02-06 15:48:00,182.84,182.87,182.79,182.805,47284.0
